rsi_period,overbought,oversold,total_profit_pips,total_profit_currency,num_trades,win_rate,profit_factor,max_drawdown,max_drawdown_pct,score,valid
16,85,30,7.200000000005581,7.200000000005584,19,47.368421052631575,1.0444444444444803,80.99999999999739,8.078994614003324,423.2342105263231,True
13,75,20,2.000000000004455,2.000000000004448,15,46.666666666666664,1.0154320987654668,64.79999999999768,6.134040136311783,422.5566666666727,True
16,75,35,30.600000000010585,30.600000000010606,37,48.64864864864865,1.0994152046784,132.79999999999222,12.44844394450618,422.2764864865025,True
12,75,30,24.80000000001338,24.80000000001339,46,47.82608695652174,1.0637860082304886,113.399999999996,10.558659217876643,421.3808695652336,True
19,80,30,-0.5999999999961005,-0.5999999999961076,13,46.15384615384615,0.9947089947090286,59.599999999996726,5.83512825533549,418.5684615384678,False
20,80,30,-0.5999999999961005,-0.5999999999961076,13,46.15384615384615,0.9947089947090286,59.599999999996726,5.83512825533549,418.5684615384678,False
21,85,30,-3.1999999999966633,-3.199999999996667,11,45.45454545454545,0.9670781893004446,48.59999999999843,4.734073641145367,416.7754545454589,False
7,80,20,24.800000000013327,24.800000000013412,46,47.82608695652174,1.0637860082304886,121.79999999999404,12.179999999999405,415.50086956523495,True
14,75,30,9.20000000001004,9.200000000010014,34,47.05882352941176,1.031550068587141,89.99999999999102,8.652182272639006,415.088235294134,True
14,75,20,-0.5999999999961005,-0.5999999999961112,13,46.15384615384615,0.9947089947090286,64.79999999999768,6.134040136311783,414.9284615384671,False
11,85,30,11.800000000010591,11.800000000010595,36,47.22222222222222,1.038336582196267,97.79999999999279,9.502526233967409,413.7622222222379,True
7,80,15,9.200000000010018,9.20000000001004,34,47.05882352941176,1.031550068587141,94.59999999999627,9.386783091882924,411.8682352941303,True
12,70,30,21.90000000001672,21.90000000001674,60,46.666666666666664,1.0434093161546425,105.59999999999445,10.038022813687576,411.6466666666872,True
16,70,35,16.4000000000156,16.400000000015588,53,47.16981132075472,1.0361552028219045,105.59999999999434,9.934148635935406,411.5281132075668,True
10,75,25,11.200000000014462,11.200000000014509,49,46.93877551020408,1.0265906932573947,95.1999999999922,9.519999999999222,411.49775510206075,True
17,70,25,-3.799999999992753,-3.799999999992764,24,45.83333333333333,0.9819563152896824,62.1999999999972,5.979619303979731,409.79333333334245,False
8,80,25,13.80000000001505,13.80000000001504,51,47.05882352941176,1.0315500685871404,105.59999999999434,9.958506224065768,407.91823529413665,True
13,70,35,13.200000000018917,13.20000000001895,64,46.875,1.023965141612235,102.99999999999363,9.595677287124321,406.6500000000234,True
22,85,30,-5.7999999999972225,-5.799999999997226,9,44.44444444444444,0.9283950617284269,45.99999999999784,4.503622478950246,405.9944444444488,False
15,75,20,-3.1999999999966633,-3.199999999996667,11,45.45454545454545,0.9670781893004446,64.79999999999791,6.245181187355233,405.4354545454593,False
13,85,30,1.400000000008351,1.400000000008351,28,46.42857142857143,1.0057613168724626,84.1999999999939,8.20183128774535,405.345714285727,True
26,65,30,-6.399999999993334,-6.39999999999333,22,45.45454545454545,0.9670781893004448,59.599999999996726,5.944544185118361,405.32545454546346,False
15,85,35,11.80000000001057,11.800000000010588,36,47.22222222222222,1.038336582196267,113.99999999999216,10.71227212929825,402.4222222222383,True
9,80,25,6.000000000013355,6.000000000013362,45,46.666666666666664,1.0154320987654666,97.19999999999675,9.331797235022645,402.37666666668224,True
19,70,35,6.000000000013362,6.000000000013355,45,46.666666666666664,1.0154320987654666,97.19999999999686,9.373191899710365,402.3766666666822,True
8,80,15,-1.1999999999921975,-1.1999999999922082,26,46.15384615384615,0.994708994709029,80.99999999999727,7.786964045375622,402.3384615384712,False
16,70,20,-3.7999999999927674,-3.799999999992771,24,45.83333333333333,0.9819563152896824,75.7999999999962,7.440125638005124,400.27333333334315,False
13,75,25,-3.7999999999927674,-3.7999999999927745,24,45.83333333333333,0.9819563152896824,75.7999999999962,7.421186606617991,400.27333333334315,False
14,85,30,-1.1999999999922153,-1.1999999999922082,26,46.15384615384615,0.994708994709029,84.1999999999939,8.354832307997,400.0984615384736,False
26,65,25,-8.999999999993882,-8.999999999993893,20,45.0,0.9494949494949821,59.599999999996726,5.8500196309380375,398.2800000000084,False
27,65,30,-8.999999999993886,-8.99999999999389,20,45.0,0.9494949494949821,59.599999999996726,5.944544185118361,398.2800000000084,False
23,80,30,-8.399999999997782,-8.399999999997785,7,42.857142857142854,0.8703703703704003,32.399999999998954,3.2315978456013297,397.1414285714315,False
23,85,30,-8.399999999997782,-8.399999999997785,7,42.857142857142854,0.8703703703704003,32.399999999998954,3.2315978456013297,397.1414285714315,False
15,70,15,-1.199999999992201,-1.199999999992194,26,46.15384615384615,0.994708994709029,91.99999999999568,9.199999999999568,394.63846153847237,False
16,85,35,6.600000000009455,6.6000000000094765,32,46.875,1.0239651416122355,116.59999999999286,11.357880381842262,392.13000000001443,True
20,85,35,-1.1999999999922117,-1.1999999999922117,26,46.15384615384615,0.994708994709029,97.19999999999686,9.492187499999682,390.99846153847153,False
12,75,20,-6.399999999993323,-6.399999999993334,22,45.45454545454545,0.9670781893004448,80.99999999999727,7.786964045375622,390.3454545454631,False
27,65,25,-11.599999999994441,-11.599999999994452,18,44.44444444444444,0.9283950617284269,59.599999999996726,5.8500196309380375,390.22444444445233,False
15,75,35,3.4000000000127777,3.4000000000128097,43,46.51162790697674,1.0091250670961158,111.39999999999134,10.237088770445785,388.38627906978627,True
17,85,35,4.0000000000088995,4.000000000008914,30,46.666666666666664,1.015432098765467,116.59999999999275,10.98342125094128,387.5466666666806,True
18,65,25,6.90000000000948,6.900000000009494,35,45.714285714285715,1.0234773732562426,108.19999999999516,10.620337652139296,386.55285714287004,True
24,70,15,-8.399999999997782,-8.399999999997785,7,42.857142857142854,0.8703703703704003,48.59999999999843,4.770318021201259,385.80142857143187,False
16,75,20,-8.399999999997782,-8.399999999997785,7,42.857142857142854,0.8703703703704003,48.59999999999843,4.683885890516424,385.80142857143187,False
24,70,20,-8.399999999997782,-8.399999999997785,7,42.857142857142854,0.8703703703704003,48.59999999999843,4.770318021201259,385.80142857143187,False
21,80,35,-3.7999999999927923,-3.7999999999927567,24,45.83333333333333,0.9819563152896824,97.19999999999686,9.669717469160043,385.2933333333427,False
11,75,35,3.200000000017276,3.200000000017308,58,46.55172413793103,1.0063719633612447,116.59999999999286,11.569755903948467,384.19724137933264,True
15,85,30,-8.999999999993882,-8.999999999993882,20,45.0,0.9494949494949821,80.99999999999739,8.078994614003324,383.30000000000797,False
